rank,buyerId,name,phone,email,website,contactLabel,contactStatus,confidence,lehighCurrentHoldings,countLots30kPlus,avgAcres30kPlus,avgPrice30kPlus,countLots50kPlus,avgAcres50kPlus,avgPrice50kPlus,sourceUrl,nextAction,notes
47,lehigh-buyer-noa-home-llc,NOA HOME LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,56,13,0.2524,52942.31,5,0.2318,74200.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 56. 30k+ lots: 13, avg acres 0.2524, avg price $52942.31. 50k+ lots: 5, avg acres 0.2318, avg price $74200.0. Package caution: possible package-repeat in examples."
48,lehigh-buyer-paradise-land-management-group,PARADISE LAND MANAGEMENT GROUP,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,34,10,0.2602,74250.0,5,0.2551,118200.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 34. 30k+ lots: 10, avg acres 0.2602, avg price $74250.0. 50k+ lots: 5, avg acres 0.2551, avg price $118200.0. Package caution: possible package-repeat in examples."
49,lehigh-buyer-penton-property-group-llc,PENTON PROPERTY GROUP LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,14,9,0.2487,208150.56,5,0.2417,343900.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 14. 30k+ lots: 9, avg acres 0.2487, avg price $208150.56. 50k+ lots: 5, avg acres 0.2417, avg price $343900.0. Package caution: possible package-repeat in examples."
50,lehigh-buyer-gracol-usa-llc,GRACOL USA LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,12,8,0.235,73062.5,5,0.2342,93900.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 12. 30k+ lots: 8, avg acres 0.235, avg price $73062.5. 50k+ lots: 5, avg acres 0.2342, avg price $93900.0. Package caution: possible package-repeat in examples."
51,lehigh-buyer-mcbuilder-llc,MCBUILDER LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,7,0.2831,101857.14,5,0.2766,128600.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 7, avg acres 0.2831, avg price $101857.14. 50k+ lots: 5, avg acres 0.2766, avg price $128600.0. Package caution: possible package-repeat in examples."
52,lehigh-buyer-green-sun-homes-llc,GREEN SUN HOMES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,26,6,0.2477,269345.5,5,0.252,316814.6,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 26. 30k+ lots: 6, avg acres 0.2477, avg price $269345.5. 50k+ lots: 5, avg acres 0.252, avg price $316814.6. Package caution: possible package-repeat in examples."
53,lehigh-buyer-casariego-development-llc,CASARIEGO DEVELOPMENT LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,12,6,0.25,280333.33,5,0.25,330400.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 12. 30k+ lots: 6, avg acres 0.25, avg price $280333.33. 50k+ lots: 5, avg acres 0.25, avg price $330400.0. Package caution: possible package-repeat in examples."
54,lehigh-buyer-urban-3-investment-corp,URBAN 3 INVESTMENT CORP,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,6,0.2409,80333.33,5,0.2431,87400.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 6, avg acres 0.2409, avg price $80333.33. 50k+ lots: 5, avg acres 0.2431, avg price $87400.0. Package caution: possible package-repeat in examples."
55,lehigh-buyer-owny-holdings-llc,OWNY HOLDINGS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,25,5,0.2347,135000.0,5,0.2347,135000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 25. 30k+ lots: 5, avg acres 0.2347, avg price $135000.0. 50k+ lots: 5, avg acres 0.2347, avg price $135000.0. Package caution: possible package-repeat in examples."
56,lehigh-buyer-barnhart-properties-llc,BARNHART PROPERTIES LLC +,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,11,5,0.2926,210000.0,5,0.2926,210000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 11. 30k+ lots: 5, avg acres 0.2926, avg price $210000.0. 50k+ lots: 5, avg acres 0.2926, avg price $210000.0. Package caution: possible package-repeat in examples."
57,lehigh-buyer-mp-lot-holdings-llc,MP LOT HOLDINGS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,5,0.25,62200.0,5,0.25,62200.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 5, avg acres 0.25, avg price $62200.0. 50k+ lots: 5, avg acres 0.25, avg price $62200.0. Package caution: possible package-repeat in examples."
58,lehigh-buyer-401813-investment-llc,401813 INVESTMENT LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,5,0.25,220000.0,5,0.25,220000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 5, avg acres 0.25, avg price $220000.0. 50k+ lots: 5, avg acres 0.25, avg price $220000.0. Package caution: possible package-repeat in examples."
59,lehigh-buyer-richard-tailor-magles-llc,RICHARD TAILOR & MAGLES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,5,0.233,100000.0,5,0.233,100000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 5, avg acres 0.233, avg price $100000.0. 50k+ lots: 5, avg acres 0.233, avg price $100000.0. Package caution: possible package-repeat in examples."
60,lehigh-buyer-gc-fonseca-construction-inc,GC FONSECA CONSTRUCTION INC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,5,0.287,375000.0,5,0.287,375000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 5, avg acres 0.287, avg price $375000.0. 50k+ lots: 5, avg acres 0.287, avg price $375000.0. Package caution: possible package-repeat in examples."
61,lehigh-buyer-alemar-investment-group-llc,ALEMAR INVESTMENT GROUP LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,5,0.2433,99000.0,5,0.2433,99000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 5, avg acres 0.2433, avg price $99000.0. 50k+ lots: 5, avg acres 0.2433, avg price $99000.0. Package caution: possible package-repeat in examples."
62,lehigh-buyer-nextgen-energy-homes-llc,NEXTGEN ENERGY HOMES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,5,0.241,226601.0,5,0.241,226601.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 5, avg acres 0.241, avg price $226601.0. 50k+ lots: 5, avg acres 0.241, avg price $226601.0. Package caution: possible package-repeat in examples."
63,lehigh-buyer-w28-prop-llc,W28 PROP LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,23,11,0.2315,163639.55,4,0.2363,389283.75,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 23. 30k+ lots: 11, avg acres 0.2315, avg price $163639.55. 50k+ lots: 4, avg acres 0.2363, avg price $389283.75. Package caution: possible package-repeat in examples."
64,lehigh-buyer-fl-land-investments-llc,FL LAND INVESTMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,27,8,0.2346,52875.0,4,0.2296,65000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 27. 30k+ lots: 8, avg acres 0.2346, avg price $52875.0. 50k+ lots: 4, avg acres 0.2296, avg price $65000.0. Package caution: possible package-repeat in examples."
65,lehigh-buyer-qhc-developments-llc,QHC DEVELOPMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,10,6,0.25,70000.0,4,0.25,85000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 10. 30k+ lots: 6, avg acres 0.25, avg price $70000.0. 50k+ lots: 4, avg acres 0.25, avg price $85000.0. Package caution: possible package-repeat in examples."
66,lehigh-buyer-lehigh-developers-llc,LEHIGH DEVELOPERS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,9,6,0.2389,58333.33,4,0.233,66500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 9. 30k+ lots: 6, avg acres 0.2389, avg price $58333.33. 50k+ lots: 4, avg acres 0.233, avg price $66500.0. Package caution: possible package-repeat in examples."
67,lehigh-buyer-bbpl-i-llc,BBPL I LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,5,0.2845,69600.0,4,0.2839,75000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 5, avg acres 0.2845, avg price $69600.0. 50k+ lots: 4, avg acres 0.2839, avg price $75000.0. Package caution: possible package-repeat in examples."
68,lehigh-buyer-choute-bertrand,CHOUTE BERTRAND,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,39,4,0.2975,67250.0,4,0.2975,67250.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 39. 30k+ lots: 4, avg acres 0.2975, avg price $67250.0. 50k+ lots: 4, avg acres 0.2975, avg price $67250.0. Package caution: check distinct deed docs before relying on high averages."
69,lehigh-buyer-abeni-llc,ABENI LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,13,4,0.236,53500.0,4,0.236,53500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 13. 30k+ lots: 4, avg acres 0.236, avg price $53500.0. 50k+ lots: 4, avg acres 0.236, avg price $53500.0. Package caution: possible package-repeat in examples."
70,lehigh-buyer-single-land-llc,SINGLE LAND LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,4,0.2421,57218.0,4,0.2421,57218.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 4, avg acres 0.2421, avg price $57218.0. 50k+ lots: 4, avg acres 0.2421, avg price $57218.0. Package caution: possible package-repeat in examples."
71,lehigh-buyer-solid-ground-builders-corp,SOLID GROUND BUILDERS CORP,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,4,0.2296,80000.0,4,0.2296,80000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 4, avg acres 0.2296, avg price $80000.0. 50k+ lots: 4, avg acres 0.2296, avg price $80000.0. Package caution: possible package-repeat in examples."
72,lehigh-buyer-alimentos-del-sur-llc,ALIMENTOS DEL SUR LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,4,0.2813,165000.0,4,0.2813,165000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 4, avg acres 0.2813, avg price $165000.0. 50k+ lots: 4, avg acres 0.2813, avg price $165000.0. Package caution: possible package-repeat in examples."
73,lehigh-buyer-gulf-coast-land-solutions-llc,GULF COAST LAND SOLUTIONS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,4,0.25,58348.0,4,0.25,58348.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 4, avg acres 0.25, avg price $58348.0. 50k+ lots: 4, avg acres 0.25, avg price $58348.0. Package caution: possible package-repeat in examples."
74,lehigh-buyer-legigh-investments-llc,LEGIGH INVESTMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,4,0.317,64500.0,4,0.317,64500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 4, avg acres 0.317, avg price $64500.0. 50k+ lots: 4, avg acres 0.317, avg price $64500.0. Package caution: check distinct deed docs before relying on high averages."
75,lehigh-buyer-ca-tano-construction-applian,CA TANO CONSTRUCTION & APPLIAN,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,4,0.25,56000.0,4,0.25,56000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 4, avg acres 0.25, avg price $56000.0. 50k+ lots: 4, avg acres 0.25, avg price $56000.0. Package caution: possible package-repeat in examples."
76,lehigh-buyer-fundvate-26-llc,FUNDVATE 26 LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,4,0.2472,313750.0,4,0.2472,313750.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 4, avg acres 0.2472, avg price $313750.0. 50k+ lots: 4, avg acres 0.2472, avg price $313750.0. Package caution: check distinct deed docs before relying on high averages."
77,lehigh-buyer-crc-developments-llc,CRC DEVELOPMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,8,8,0.2784,64687.5,3,0.2667,106666.67,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 8. 30k+ lots: 8, avg acres 0.2784, avg price $64687.5. 50k+ lots: 3, avg acres 0.2667, avg price $106666.67. Package caution: possible package-repeat in examples."
78,lehigh-buyer-1816-yoakum-development-llc,1816 YOAKUM DEVELOPMENT LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,8,6,0.2592,52083.33,3,0.2575,61500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 8. 30k+ lots: 6, avg acres 0.2592, avg price $52083.33. 50k+ lots: 3, avg acres 0.2575, avg price $61500.0. Package caution: possible package-repeat in examples."
79,lehigh-buyer-adams-homes-of-northwest-flori,ADAMS HOMES OF NORTHWEST FLORI,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,16,5,0.2285,49600.0,3,0.2279,60000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 16. 30k+ lots: 5, avg acres 0.2285, avg price $49600.0. 50k+ lots: 3, avg acres 0.2279, avg price $60000.0. Package caution: possible package-repeat in examples."
80,lehigh-buyer-aa-investment-company-llc,AA INVESTMENT COMPANY LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,13,5,0.2615,81722.8,3,0.25,108871.33,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 13. 30k+ lots: 5, avg acres 0.2615, avg price $81722.8. 50k+ lots: 3, avg acres 0.25, avg price $108871.33. Package caution: check distinct deed docs before relying on high averages."
81,lehigh-buyer-gretchen-ave-llc,GRETCHEN AVE LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,5,0.2569,136400.0,3,0.2661,203333.33,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 5, avg acres 0.2569, avg price $136400.0. 50k+ lots: 3, avg acres 0.2661, avg price $203333.33. Package caution: possible package-repeat in examples."
82,lehigh-buyer-vml-property-services-llc,VML PROPERTY SERVICES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,5,0.287,51883.8,3,0.287,60500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 5, avg acres 0.287, avg price $51883.8. 50k+ lots: 3, avg acres 0.287, avg price $60500.0. Package caution: possible package-repeat in examples."
83,lehigh-buyer-southern-impression-homes-llc,SOUTHERN IMPRESSION HOMES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,28,4,0.2663,241750.0,3,0.2776,309000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 28. 30k+ lots: 4, avg acres 0.2663, avg price $241750.0. 50k+ lots: 3, avg acres 0.2776, avg price $309000.0. Package caution: possible package-repeat in examples."
84,lehigh-buyer-united-integral-solutions-llc,UNITED INTEGRAL SOLUTIONS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,4,0.2296,75000.0,3,0.2296,90000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 4, avg acres 0.2296, avg price $75000.0. 50k+ lots: 3, avg acres 0.2296, avg price $90000.0. Package caution: possible package-repeat in examples."
85,lehigh-buyer-in-style-builders-llc,IN STYLE BUILDERS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,23,3,0.241,56700.0,3,0.241,56700.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 23. 30k+ lots: 3, avg acres 0.241, avg price $56700.0. 50k+ lots: 3, avg acres 0.241, avg price $56700.0. Package caution: possible package-repeat in examples."
86,lehigh-buyer-galos-investments-llc,GALOS INVESTMENTS LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,10,3,0.2713,83416.67,3,0.2713,83416.67,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 10. 30k+ lots: 3, avg acres 0.2713, avg price $83416.67. 50k+ lots: 3, avg acres 0.2713, avg price $83416.67. Package caution: possible package-repeat in examples."
87,lehigh-buyer-jedn-holding-llc,JEDN HOLDING LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,8,3,0.2296,79000.0,3,0.2296,79000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 8. 30k+ lots: 3, avg acres 0.2296, avg price $79000.0. 50k+ lots: 3, avg acres 0.2296, avg price $79000.0. Package caution: possible package-repeat in examples."
88,lehigh-buyer-gator-investment-of-sw-fla-inc,GATOR INVESTMENT OF SW FLA INC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,6,3,0.25,75000.0,3,0.25,75000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 6. 30k+ lots: 3, avg acres 0.25, avg price $75000.0. 50k+ lots: 3, avg acres 0.25, avg price $75000.0. Package caution: possible package-repeat in examples."
89,lehigh-buyer-singh-dalip,SINGH DALIP,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,3,0.2721,197500.0,3,0.2721,197500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 3, avg acres 0.2721, avg price $197500.0. 50k+ lots: 3, avg acres 0.2721, avg price $197500.0. Package caution: possible package-repeat in examples."
90,lehigh-buyer-3k-financial-group-llc,3K FINANCIAL GROUP LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,3,0.25,60000.0,3,0.25,60000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 3, avg acres 0.25, avg price $60000.0. 50k+ lots: 3, avg acres 0.25, avg price $60000.0. Package caution: possible package-repeat in examples."
91,lehigh-buyer-i7-homes-llc,I7 HOMES LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,3,0.25,57300.0,3,0.25,57300.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 3, avg acres 0.25, avg price $57300.0. 50k+ lots: 3, avg acres 0.25, avg price $57300.0. Package caution: possible package-repeat in examples."
92,lehigh-buyer-golden-homes-custom-builders-i,GOLDEN HOMES CUSTOM BUILDERS I,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,5,3,0.2781,165000.0,3,0.2781,165000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 5. 30k+ lots: 3, avg acres 0.2781, avg price $165000.0. 50k+ lots: 3, avg acres 0.2781, avg price $165000.0. Package caution: possible package-repeat in examples."
93,lehigh-buyer-dat-tram-llc,DAT TRAM LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,7,6,0.2391,64833.33,2,0.2249,116500.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 7. 30k+ lots: 6, avg acres 0.2391, avg price $64833.33. 50k+ lots: 2, avg acres 0.2249, avg price $116500.0. Package caution: possible package-repeat in examples."
94,lehigh-buyer-lee-county-electric-co-op-inc,LEE COUNTY ELECTRIC CO-OP INC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,17,5,0.2427,47100.0,2,0.2353,66000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 17. 30k+ lots: 5, avg acres 0.2427, avg price $47100.0. 50k+ lots: 2, avg acres 0.2353, avg price $66000.0. Package caution: possible package-repeat in examples."
95,lehigh-buyer-eds-family-holding-llc,EDS FAMILY HOLDING LLC,,,,Lehigh repeat vacant-lot buyer,needs-public-contact-enrichment,55,9,5,0.2287,90160.0,2,0.2285,165000.0,Lee County Property Appraiser / GeoView source export; local artifact rollup,Pull Lee Clerk deed/Sunbiz filing or direct-mail recorded address; do not guess phone/email.,"Lee County/GeoView public-record repeat buyer. Current Lehigh holdings: 9. 30k+ lots: 5, avg acres 0.2287, avg price $90160.0. 50k+ lots: 2, avg acres 0.2285, avg price $165000.0. Package caution: possible package-repeat in examples."
